element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
643,3,19,2,True,2023-08-12T14:00:00Z,1,1,1,74,0,0,0,1,0,0,0,0,0,0,0,17,9.0,14.8,0.0,2.4,1,0.00,0.07,0.07,0.88,45,0,4501,0,0
643,14,11,1,False,2023-08-19T14:00:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,15,22.6,5.3,2.0,3.0,1,0.02,0.02,0.04,3.08,45,3511,13959,4519,1008
643,22,18,1,True,2023-08-26T11:30:00Z,0,2,3,90,0,0,0,2,0,0,0,0,0,0,0,14,16.0,19.0,0.0,3.5,1,0.00,0.07,0.07,2.06,45,932,16088,2684,1752
643,32,4,0,False,2023-09-02T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,1,0,0,0,8,18.4,1.1,0.0,2.0,1,0.00,0.01,0.01,3.29,45,274,17313,2133,1859
643,42,7,6,True,2023-09-17T13:00:00Z,0,0,5,90,0,0,1,0,0,0,0,0,0,0,0,26,15.8,15.9,4.0,3.6,1,0.00,0.05,0.05,1.71,45,-1217,16821,1116,2333
643,53,5,1,False,2023-09-24T13:00:00Z,3,1,6,90,0,0,0,3,0,0,0,0,0,0,0,7,12.0,0.8,2.0,1.5,1,0.00,0.01,0.01,1.87,45,1164,18673,2151,987
643,62,1,0,True,2023-09-30T14:00:00Z,0,4,7,90,0,0,0,4,0,0,0,0,0,0,0,5,0.0,13.3,6.0,1.8,1,0.00,0.13,0.13,3.47,45,628,19572,1925,1297
643,75,9,1,False,2023-10-07T14:00:00Z,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.17,45,3201,23581,6083,2882
643,82,20,1,True,2023-10-21T14:00:00Z,1,2,9,90,0,0,0,2,0,0,0,0,0,0,0,7,9.2,1.7,0.0,1.1,1,0.00,0.01,0.01,2.06,45,116,23804,2542,2426
643,93,6,2,True,2023-10-28T14:00:00Z,2,1,10,84,0,0,0,1,0,0,0,0,0,0,0,11,11.4,0.7,2.0,1.4,1,0.00,0.01,0.01,0.28,45,552,24669,2934,2382
643,106,13,2,False,2023-11-04T15:00:00Z,6,1,11,90,0,1,0,6,0,0,0,0,0,0,0,24,26.4,21.3,4.0,5.2,1,0.00,0.36,0.36,1.88,45,-2940,21735,575,3515
643,113,15,6,True,2023-11-11T17:30:00Z,2,0,12,67,0,0,1,0,0,0,0,0,0,0,0,24,8.4,1.1,0.0,1.0,1,0.00,0.01,0.01,0.30,45,-333,21670,814,1147
643,129,17,0,False,2023-11-25T15:00:00Z,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2126,19520,638,2764
643,132,2,0,True,2023-12-03T14:00:00Z,2,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1939,17652,82,2021
643,143,8,0,False,2023-12-06T19:30:00Z,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1001,16705,49,1050
643,157,14,0,False,2023-12-09T15:00:00Z,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-781,15938,43,824
643,177,16,0,False,2023-12-23T15:00:00Z,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-365,14805,13,378
643,182,10,0,True,2023-12-26T15:00:00Z,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-250,14585,27,277
643,198,18,0,False,2023-12-31T14:00:00Z,3,1,20,45,0,0,0,2,0,0,0,0,0,0,0,4,4.6,1.6,2.0,0.8,0,0.00,0.10,0.10,1.99,44,-39,14613,185,224
643,202,11,0,True,2024-01-21T16:30:00Z,0,4,21,90,0,0,0,4,0,0,0,0,0,0,0,9,14.2,11.8,4.0,3.0,1,0.00,0.02,0.02,1.22,44,-45,14645,436,481
643,217,19,0,False,2024-02-01T19:30:00Z,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-363,14339,140,503
643,222,16,0,True,2024-02-04T14:00:00Z,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-279,14076,4,283
643,233,10,0,False,2024-02-10T15:00:00Z,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-362,13719,30,392
643,247,15,0,False,2024-02-17T15:00:00Z,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-274,13428,54,328
643,253,13,0,True,2024-02-24T17:30:00Z,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-285,13156,17,302
643,262,6,0,False,2024-03-03T13:00:00Z,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-145,13027,20,165
643,273,17,0,True,2024-03-09T15:00:00Z,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-159,12866,37,196
643,162,12,0,True,2024-03-13T19:30:00Z,4,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-159,12866,37,196
643,292,9,0,True,2024-03-30T15:00:00Z,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,38,12855,144,106
643,302,8,1,True,2024-04-02T18:45:00Z,1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,44,35,12906,107,72
643,316,12,0,False,2024-04-06T14:00:00Z,2,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,37,12967,118,81
643,322,14,1,True,2024-04-13T16:30:00Z,2,2,33,20,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.3,1.0,0.1,0,0.02,0.01,0.03,0.02,44,10,13001,108,98
643,331,2,0,False,2024-04-21T14:00:00Z,3,1,34,45,0,0,0,2,0,0,0,0,0,0,0,7,6.0,1.3,0.0,0.7,0,0.00,0.00,0.00,1.74,44,264,13424,372,108
643,290,20,0,False,2024-04-24T18:45:00Z,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,264,13424,372,108
643,342,5,1,True,2024-04-28T13:00:00Z,3,0,35,13,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.8,0.0,0.1,0,0.00,0.00,0.00,0.00,44,-50,13267,110,160
643,351,1,1,False,2024-05-04T11:30:00Z,3,0,36,1,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.7,0.0,0.1,0,0.00,0.00,0.00,0.10,44,2,13297,95,93
643,362,4,0,True,2024-05-11T14:00:00Z,1,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,8,13334,155,147
643,375,7,1,False,2024-05-19T15:00:00Z,2,1,38,69,0,0,0,2,0,0,0,0,0,0,0,7,3.8,1.5,0.0,0.5,1,0.00,0.01,0.01,0.61,44,-22,13333,113,135
