element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
538,2,3,0,False,2022-08-06T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,8673,0,0
538,12,8,0,True,2022-08-13T11:30:00Z,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.25,45,-860,12338,1034,1894
538,22,7,0,False,2022-08-20T14:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1321,12602,930,2251
538,32,19,0,True,2022-08-28T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1396,12452,617,2013
538,41,1,0,False,2022-08-31T18:30:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-664,12770,679,1343
538,51,13,2,True,2022-09-03T16:30:00Z,1,1,6,63,0,0,0,1,0,0,0,0,0,0,0,12,15.4,0.5,0.0,1.6,0,0.00,0.00,0.00,1.67,44,-814,12511,501,1315
538,71,17,5,True,2022-09-16T19:00:00Z,1,0,8,90,0,0,1,0,0,0,0,1,0,0,0,19,10.0,19.7,9.0,3.9,1,0.06,0.06,0.12,0.34,44,654,14923,1050,396
538,85,11,8,False,2022-10-02T15:30:00Z,0,0,9,90,0,0,1,0,0,0,0,0,0,0,2,33,21.8,61.9,6.0,9.0,1,0.00,0.14,0.14,0.37,44,957,15944,1875,918
538,99,16,11,False,2022-10-10T19:00:00Z,1,1,10,90,1,0,0,1,0,0,0,0,0,0,3,25,47.8,16.9,15.0,8.0,1,0.04,0.03,0.07,0.31,44,11463,29927,13303,1840
538,101,6,1,True,2022-10-16T13:00:00Z,0,2,11,90,0,0,0,2,0,0,0,0,0,0,0,13,13.6,12.0,0.0,2.6,1,0.00,0.03,0.03,0.87,44,53596,87905,57716,4120
538,116,9,1,False,2022-10-20T18:30:00Z,3,0,12,90,0,0,0,3,0,0,0,0,0,0,0,9,15.4,15.2,0.0,3.1,1,0.00,0.07,0.07,2.17,44,49822,181659,57031,7209
538,121,4,6,True,2022-10-23T13:00:00Z,4,0,13,90,0,0,1,0,0,0,0,0,0,0,0,23,22.0,5.1,7.0,3.4,1,0.04,0.10,0.14,0.95,44,-3174,133813,9677,12851
538,140,15,0,False,2022-10-29T14:00:00Z,4,0,14,90,0,0,0,4,0,0,0,0,0,0,0,4,10.4,1.4,0.0,1.2,1,0.00,0.01,0.01,3.44,44,5361,142223,14471,9110
538,141,14,1,True,2022-11-06T14:00:00Z,3,1,15,11,0,0,0,0,0,0,0,0,0,0,0,4,2.8,0.3,0.0,0.3,0,0.00,0.00,0.00,0.00,44,-14662,127327,2825,17487
538,152,5,0,False,2022-11-13T14:00:00Z,1,2,16,21,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.4,4.0,0.4,0,0.03,0.00,0.03,0.35,44,-11136,116945,2730,13866
538,162,12,1,True,2022-12-26T17:30:00Z,1,3,17,90,0,0,0,3,0,0,0,0,0,0,0,14,8.4,2.6,0.0,1.1,1,0.00,0.03,0.03,2.75,44,-36054,81501,5760,41814
538,178,18,7,False,2023-01-01T14:00:00Z,0,2,18,90,0,0,1,0,0,0,0,0,0,0,1,24,19.0,0.9,8.0,2.8,1,0.01,0.01,0.02,0.42,44,-2888,79045,1295,4183
538,182,20,1,True,2023-01-04T20:00:00Z,1,1,19,45,0,0,0,1,0,0,0,0,0,0,0,8,6.0,5.4,0.0,1.1,1,0.00,0.03,0.03,0.56,44,9696,89881,12185,2489
538,191,11,2,True,2023-01-13T20:00:00Z,2,1,20,90,0,0,0,1,0,0,0,0,0,0,0,9,31.0,0.5,0.0,3.2,1,0.00,0.01,0.01,2.38,44,-1365,88175,5809,7174
538,209,17,6,False,2023-01-21T15:00:00Z,0,1,21,90,0,0,1,0,0,0,0,0,0,0,0,22,24.2,2.5,0.0,2.7,1,0.00,0.02,0.02,0.41,44,468,89353,5687,5219
538,211,10,0,True,2023-02-04T15:00:00Z,2,4,22,58,0,0,0,3,0,0,0,0,0,0,0,14,16.0,12.1,2.0,3.0,1,0.02,0.01,0.03,1.90,44,279,90361,5986,5707
538,228,13,1,False,2023-02-12T16:30:00Z,3,1,23,75,0,0,0,3,0,0,0,0,0,0,0,6,6.2,0.3,0.0,0.7,1,0.00,0.00,0.00,3.18,44,-6261,84132,959,7220
538,231,1,0,True,2023-02-18T12:30:00Z,2,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-2052,82457,1766,3818
538,243,8,0,False,2023-02-25T15:00:00Z,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-3855,77412,1760,5615
538,252,7,0,True,2023-03-04T15:00:00Z,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-4629,74423,569,5198
538,270,19,1,False,2023-03-12T14:00:00Z,1,1,27,10,0,0,0,0,0,0,0,0,0,0,0,5,8.6,4.4,0.0,1.3,0,0.00,0.00,0.00,0.25,43,-4262,70218,385,4647
538,272,3,0,True,2023-03-18T15:00:00Z,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-2008,68091,555,2563
538,284,6,6,False,2023-04-01T16:30:00Z,0,2,29,90,0,0,1,0,0,0,0,0,0,0,0,20,15.0,0.3,0.0,1.5,1,0.00,0.00,0.00,2.09,43,-2432,65953,647,3079
538,66,10,2,False,2023-04-04T18:45:00Z,1,2,29,84,0,0,0,1,0,0,0,0,0,0,0,15,14.2,24.8,1.0,4.0,1,0.04,0.11,0.15,0.48,43,-2432,65953,647,3079
538,291,16,8,True,2023-04-08T14:00:00Z,2,0,30,90,0,0,1,0,0,0,0,0,0,0,2,25,16.2,3.1,2.0,2.1,1,0.00,0.04,0.04,0.25,43,4400,70808,5352,952
538,301,15,6,True,2023-04-15T11:30:00Z,3,0,31,90,0,0,1,0,0,0,0,0,0,0,0,21,6.0,0.9,9.0,1.6,1,0.05,0.01,0.06,0.54,43,4902,75980,6873,1971
538,313,4,1,False,2023-04-22T14:00:00Z,1,1,32,65,0,0,0,1,0,0,0,1,0,0,0,4,4.2,0.5,0.0,0.5,1,0.00,0.00,0.00,2.19,43,17212,98948,19289,2077
538,321,9,5,True,2023-04-25T18:45:00Z,1,0,33,84,0,0,1,0,0,0,0,1,0,0,0,17,8.0,16.1,4.0,2.8,1,0.02,0.02,0.04,0.10,43,3402,97066,6837,3435
538,339,14,2,False,2023-04-30T13:00:00Z,1,0,34,63,0,0,0,1,0,0,0,0,0,0,0,10,10.2,0.5,0.0,1.1,1,0.00,0.00,0.00,1.01,43,-12,96913,6205,6217
538,350,20,2,False,2023-05-06T14:00:00Z,1,0,35,64,0,0,0,1,0,0,0,0,0,0,0,13,5.0,12.4,8.0,2.5,1,0.07,0.03,0.10,0.69,43,5328,103163,8424,3096
538,352,18,1,True,2023-05-13T14:00:00Z,2,1,36,90,0,0,0,1,0,0,0,1,0,0,0,13,11.8,2.7,4.0,1.9,1,0.08,0.02,0.10,1.36,43,-1808,101250,2791,4599
538,364,12,0,False,2023-05-20T14:00:00Z,1,1,37,37,0,0,0,1,0,0,0,1,0,0,0,5,11.0,0.0,2.0,1.3,0,0.00,0.00,0.00,0.53,43,-3459,97510,1820,5279
538,372,5,0,True,2023-05-28T15:30:00Z,2,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-1146,96712,1522,2668
